site,crew,date,start_time_mst,visit_type,sensor_pulled,sensor_deployed,sensor_swapped_notes,sensors_cleaned,wiper_working,rdo_cap_condition,rdo_cap_replaced,ph_junction_replaced,cals_performed,cal_report_collected,photos_downloaded,sensor_malfunction,visit_comments,start_DT,DT_round,DT_join,field_season,last_site_visit,sonde_employed,end_dt
tamasag,Eric Williams,2022-04-29,15:25,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,No,NA,"Might need pH calibration but I can check that with you later this week, stacked more rocks on and in front of tube to keep sonde submerged",2022-04-29T22:25:00Z,2022-04-29T22:15:00Z,2022-04-29 15:15:00,2022,2022-04-29T22:15:00Z,0,NA
tamasag,Katie Willi,2022-05-06,12:00,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,No,NA,Capped sensor due to continuous low flow. Subsequent WQ data not real.,2022-05-06T19:00:00Z,2022-05-06T19:00:00Z,2022-05-06 12:00:00,2022,2022-05-06T19:00:00Z,1,NA
tamasag,Katie Willi,2022-05-09,14:30,Sensor Cleaning or Check,NA,x,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,No,NA,Uncapped sensor due to consistent higher flow.,2022-05-09T21:30:00Z,2022-05-09T21:30:00Z,2022-05-09 14:30:00,2022,2022-05-09T21:30:00Z,0,NA
tamasag,Eric Williams and Katie Willi,2022-05-24,08:10,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,Yes,sonde,"Tube and AT ripped out by flow and carried multiple meters downstream to bridge, pH glass bubble broken, cable severed. Sensor pulled, need new site.",2022-05-24T15:10:00Z,2022-05-24T15:00:00Z,2022-05-24 08:00:00,2022,2022-05-24T15:00:00Z,1,NA
tamasag,Katie Willi and Anika Pyle,2023-04-16,10:50,Sensor Cleaning or Check,NA,NA,NA,No,NA,NA,No,No,None,No,NA,NA,Installed field camera. Downloaded data.,2023-04-16T17:50:00Z,2023-04-16T17:45:00Z,2023-04-16 10:45:00,2023,2023-04-16T17:45:00Z,0,NA
riverbluffs,Sam Struthers,2023-04-01,17:15,Sensor Cleaning or Check,NA,x,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,no,no,NA,"Sonde deployed, test upload worked just fine",2023-04-02T00:15:00Z,2023-04-02T00:15:00Z,2023-04-01 17:15:00,2023,2023-04-02T00:15:00Z,0,NA
riverbluffs,Katie Willi,2023-04-16,14:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,"do, orp, conductivity",Cleaned sensor (very dirty) and housing. Cleaning seemed to resolve data issues.,2023-04-16T21:00:00Z,2023-04-16T21:00:00Z,2023-04-16 14:00:00,2023,2023-04-16T21:00:00Z,0,NA
riverbluffs,Eric Williams,2023-04-26,17:46,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Conductivity, Turbidity, DO",Yes,"No, field pics taken",NA,Nothing out of ordinary. Flows starting to increase. Saw site for first time. Hard to push sonde all the way back in.,2023-04-27T00:46:00Z,2023-04-27T00:45:00Z,2023-04-26 17:45:00,2023,2023-04-27T00:45:00Z,0,NA
riverbluffs,Eric Williams,2023-05-01,08:36,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,ORP,Yes,field pics taken,maybe???,"229, which was weird. Kept this calibration but will need to look at data more. Depth consistently 1.10-1.15ft which might be too low; sonde difficult to push in all the way. Will return if still sketchy.",2023-05-01T15:36:00Z,2023-05-01T15:30:00Z,2023-05-01 08:30:00,2023,2023-05-01T15:30:00Z,0,NA
riverbluffs,Eric Williams,2023-05-05,16:34,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,DO,Yes,field pics taken,x,"RDO (mg/L) and RDO % Sat reading 0 on log while ORP is reading ~-116mV on log. Live Readings also a little weird for RDO sensor variables. Removed, dried, and added grease to RDO and pH/ORP sensor junctions. Depth looks good while pulling up and redeploying. Calibrated RDO. Stage and Q seem much higher everywhere than I remembered them being last year.",2023-05-05T23:34:00Z,2023-05-05T23:30:00Z,2023-05-05 16:30:00,2023,2023-05-05T23:30:00Z,0,NA
riverbluffs,Eric Williams,2023-05-08,16:24,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,NA,"No, field pics taken",x,"HIGH turbidity with restrictor being clogged with sediment so much that wiper was not turning and sensors were covered. Removed sediment and cleaned sensors. Q and depth too high for me to access bottom of PVC, so now sonde is at ~2ft when it was ~3ft before.",2023-05-08T23:24:00Z,2023-05-08T23:15:00Z,2023-05-08 16:15:00,2023,2023-05-08T23:15:00Z,0,NA
riverbluffs,Eric Williams,2023-05-09,12:49,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,none,NA,"No, field pics taken",NA,Tried to clean inside PVC with Sam Extendable Brush but it wouldn't reach all the way down - too short. Brushed outside and got sonde to same depth it was on 05/08 (~2ft).,2023-05-09T19:49:00Z,2023-05-09T19:45:00Z,2023-05-09 12:45:00,2023,2023-05-09T19:45:00Z,0,NA
riverbluffs,Sam Struthers,2023-05-10,16:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,Level,Yes,"No, field pics taken",NA,"Cleaned housing and sonde. Sediment on one half of sensors. Removed woody debris from housing and flushed housing of sediment. Level was off for live readings, recalibrated, live readings were correct then deployed. Shortened cable by 5-10 inches to try to avoid sedimentation",2023-05-10T23:30:00Z,2023-05-10T23:30:00Z,2023-05-10 16:30:00,2023,2023-05-10T23:30:00Z,0,NA
riverbluffs,Eric Williams,2023-05-16,11:38,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,NA,"No, field pics taken",NA,Cleaned cause RDO was noisy and falling to 0 but sonde not *that* dirty? Got sonde down to 2.62ft. Thunderstorm with 20min of heavy rain occurred while I was there.,2023-05-16T18:38:00Z,2023-05-16T18:30:00Z,2023-05-16 11:30:00,2023,2023-05-16T18:30:00Z,0,NA
riverbluffs,"Sam Struthers, Eric Williams, Chloe Miller",2023-05-19,11:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO,pH,ORP,Conductivity",YES,"No, field pics taken",NA,"Lots of sediment in Sonde and pipe, sediment removed from sonde in cleaning. Pipe sediment removed with brush. High flow, high turbidity. Cable was shortened roughly a foot with duct tape to try and reduce sediment build up. Live readings were good after.",2023-05-19T18:30:00Z,2023-05-19T18:30:00Z,2023-05-19 11:30:00,2023,2023-05-19T18:30:00Z,0,NA
riverbluffs,Chloe Miller and Eric Williams,2023-05-22,15:47,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,DO,Yes,"No, forgot to take field pics",NA,Cleaned since another sediment clog occurred. Calibrated RDO cause it looked too low on Live Reading after cleaning. Taped cable more with depth going from 3.2ft to 2.6ft,2023-05-22T22:47:00Z,2023-05-22T22:45:00Z,2023-05-22 15:45:00,2023,2023-05-22T22:45:00Z,0,NA
riverbluffs,Sam Struthers,2023-06-01,08:15,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,None,NA,No,NA,"Cleaned sediment from sensor and redeployed. Live readings for depth is still malfunctioning but reads correctly on log. Water level has gone down significantly, ash deposited on banks. May lower at next site visit.",2023-06-01T15:15:00Z,2023-06-01T15:15:00Z,2023-06-01 08:15:00,2023,2023-06-01T15:15:00Z,0,NA
riverbluffs,"Chloe Miller, Jed Lichtensztajn",2023-06-06,11:13,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, pH, ORP, conductivity",Yes,No,NA,"Flow was RIDICULOUSLY high. Needed waders to get to Sonde, and live readigns were wonky because it was caked in sediment. Temp wouldn't stabilize for RDO, so it was accepted under nominal conditions. Post live readings looked good. VuLink was not wet.",2023-06-06T18:13:00Z,2023-06-06T18:00:00Z,2023-06-06 11:00:00,2023,2023-06-06T18:00:00Z,0,NA
riverbluffs,"Sam Struthers, Jim Fahey",2023-06-08,13:25,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",No,No,DO,Yes,No,NA,Came to clean sonde as DO was at 0. Some sediment but not that much. Flows were very high and water was flowing quickly. DO sat was a bit low and I wanted to show Jim how to calibrate DO.,2023-06-08T20:25:00Z,2023-06-08T20:15:00Z,2023-06-08 13:15:00,2023,2023-06-08T20:15:00Z,0,NA
riverbluffs,Sam Struthers,2023-06-21,08:15,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",NA,NA,None,NA,"Yes, SD card collected and replaced",NA,"Sensor buried in sediment, cleared sonde and washed with water. Gravel deposited in rip rap near site, flows going down a bit.",2023-06-21T15:15:00Z,2023-06-21T15:15:00Z,2023-06-21 08:15:00,2023,2023-06-21T15:15:00Z,0,NA
riverbluffs,Jed Lichtensztajn,2023-06-27,12:30,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",No,No,"Conductivity, Ph, ORP, DO",Yes,"No, Field pics taken",NA,"Checked on the camera, and found a sticker on the lens probably placed by a person who was passing by. The battery level for the camera was good, however, SD card should be changed soon. Additionally, Singange was placed on and nearby the camera. Raised the AT by 0.5 feet, the sensor was filled to the brim with sediment, resulting in the live reading being skewed. I calibrated the AT. Water levels were lower than the last time I was there 2023-06-13",2023-06-27T19:30:00Z,2023-06-27T19:30:00Z,2023-06-27 12:30:00,2023,2023-06-27T19:30:00Z,0,NA
riverbluffs,Jed Lichtensztajn,2023-06-29,10:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,NA,"No, SD card collected and field pics taken",NA,"Removed the cap and wiper for the AT. Cleaned the housing. AT had a mild amount of sediment on it, which led to the data being slightly skewed. After cleaning the AT the live readings looked good. However, the conductivity was in the mid-300s. I lowered the sonde by about 1.7 feet, sonde was at 0.2 feet when I arrived. Sonde battery levels were good. Swapped out camera SD card, luckily the camera wasn’t tampered with.",2023-06-29T17:00:00Z,2023-06-29T17:00:00Z,2023-06-29 10:00:00,2023,2023-06-29T17:00:00Z,0,NA
riverbluffs,"Chloe Miller, Jed Lichtensztajn",2023-07-05,07:57,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,Conductivity calibration default restored,NA,No,NA,"Small amount of sediment around the restrictor, not a huge amount. We put wiper back on, left cap off. We forgot the cap back at NESB (whoops) so we asked how to calibrate conductivity (seemed kinda high, in the 400NTU range). Kevin told us to just restore calibration default, so we did that for conductivity and RDO which seemed low (70% or so) (and started a new log). After calib restore, only conductivity adjusted and it ended up being around 500NTU. Cleaned housing. River was way lower than it has been.",2023-07-05T14:57:00Z,2023-07-05T14:45:00Z,2023-07-05 07:45:00,2023,2023-07-05T14:45:00Z,0,NA
riverbluffs,"sam Struthers, Nick Gubbins",2023-07-06,12:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,NA,No,No,None,Yes,No,NA,"Cleaned sonde, minimal sediment, removed woody debris from housing. checked conductivity 1413 on live readings, minimal deviation. Flushed sediment with brush and redeployed sonde.",2023-07-06T19:00:00Z,2023-07-06T19:00:00Z,2023-07-06 12:00:00,2023,2023-07-06T19:00:00Z,0,NA
riverbluffs,Jed Lichtensztajn,2023-07-17,12:50,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, conductivity, ORP, Ph",Yes,Sd card collected and field pics taken,NA,"Swapped Sd card for camera battery levels were good. AT had mild amount of sediment on it. Live readings looked good, however the depth reading was at 0.14 feet we need to keep an eye on it. I got it in as far as possible with the brush not be operable. Water levels were a little lower than last time I was there.",2023-07-17T19:50:00Z,2023-07-17T19:45:00Z,2023-07-17 12:45:00,2023,2023-07-17T19:45:00Z,0,NA
riverbluffs,sam Struthers,2023-07-18,10:15,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,no,NA,"Depth was low (.1ft) on hydrovu,cond and chla were 0, came and cleaned out housing/sonde, lots of sediment in sonde. retaped cable and was able to get sonde 1ft lower than on arrival,readings returned to more realistic values.",2023-07-18T17:15:00Z,2023-07-18T17:15:00Z,2023-07-18 10:15:00,2023,2023-07-18T17:15:00Z,0,NA
riverbluffs,"Chloe Miller, Jed Lichtensztajn",2023-07-31,10:05,Sensor Cleaning or Check,NA,NA,NA,no,na,NA,no,no,none,na,no,NA,"Had to change batteries because the Sonde wouldn't turn on. Checked on not uploading to HydroVu problem, fixed. Checked that data was going to hydrovu by changing upload time to 5 min (changed back). Changed lock, downloaded logs. Zip tie snapped so sonde is pseudo locked.",2023-07-31T17:05:00Z,2023-07-31T17:00:00Z,2023-07-31 10:00:00,2023,2023-07-31T17:00:00Z,0,NA
riverbluffs,"Chloe Miller, Jed Lichtensztajn",2023-08-03,07:42,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,None,Na,no,NA,"Went to try and fix recurring HydroVu problem where it doesn't upload. Changed upload to 5 min w 1 min measurements. Cleaned sonde and housing, sonde was caked w sediment. Downloaded and started logs. No factory reset needed. Cloud icon started out as red, but then was green at the end.",2023-08-03T14:42:00Z,2023-08-03T14:30:00Z,2023-08-03 07:30:00,2023,2023-08-03T14:30:00Z,0,NA
riverbluffs,"Sam Struthers, Juan De La Torre",2023-08-10,07:45,Sensor Cleaning or Check,NA,NA,NA,Yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP",Yes,SD card,NA,"Calibrated quickly other than temp on RDO, river is quite murky at the site, chla is quite low given this. Removed woody debris from housing. Test upload failed on first attempt then worked.",2023-08-10T14:45:00Z,2023-08-10T14:45:00Z,2023-08-10 07:45:00,2023,2023-08-10T14:45:00Z,0,NA
riverbluffs,Jed Lichtensztajn,2023-08-30,15:45,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (Mostly Black, white speckles)",no,no,"RDO, Conductivity, pH, ORP",yes,field photos,NA,"Water levels were low, callibrated the sonde, sonde was slightly dirty. cleaned housing and swapped SD card from camera, the battery levels were good for the camera.",2023-08-30T22:45:00Z,2023-08-30T22:45:00Z,2023-08-30 15:45:00,2023,2023-08-30T22:45:00Z,0,NA
riverbluffs,Jed Lichtensztajn,2023-09-20,14:00,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, Conductivity, pH, ORP",yes,"No, field pics taken",NA,"calibrated all the sensors, the sensors were clean upon arival.",2023-09-20T21:00:00Z,2023-09-20T21:00:00Z,2023-09-20 14:00:00,2023,2023-09-20T21:00:00Z,0,NA
riverbluffs,Jed Lichtensztajn,2023-10-15,14:20,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP",yes,"no, swapped SD",NA,"Upgraded vulink to v1.76. changed batterries for vulink, got an error after I did that saying ""problem synching time"" I reconnected this resolved it. Swapped sd card battery levels were good for field camera.",2023-10-15T21:20:00Z,2023-10-15T21:15:00Z,2023-10-15 14:15:00,2023,2023-10-15T21:15:00Z,0,NA
tamasag,Sam Struthers,2023-04-02,08:09,Sensor Cleaning or Check,NA,x,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,no,no,NA,"Vulink not connecting to hydrovu, sonde deployed and log started on AT600",2023-04-02T15:09:00Z,2023-04-02T15:00:00Z,2023-04-02 08:00:00,2023,2023-04-02T15:00:00Z,0,NA
tamasag,Katie Willi,2023-04-20,11:20,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Conductivity, Turbidity",Yes,No,NA,"Replaced antennae, still unable to connect to HydroVu. Also tested another VuLink that was unable to connect to HydroVu.",2023-04-20T18:20:00Z,2023-04-20T18:15:00Z,2023-04-20 11:15:00,2023,2023-04-20T18:15:00Z,0,NA
tamasag,Sam Struthers,2023-05-10,11:40,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity, Level",Yes,"Yes, SD card collected",NA,"Cleaned and calibrated sonde, flows high and turbid. Removed woody debris from housing, Cleaned housing from the inside. Swapped vu link. Swapped and downloaded SD card from camera",2023-05-10T18:40:00Z,2023-05-10T18:30:00Z,2023-05-10 11:30:00,2023,2023-05-10T18:30:00Z,0,NA
tamasag,NA,2023-05-10,14:30,Sensor Cleaning or Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sonde began sending data on HydroVu,2023-05-10T21:30:00Z,2023-05-10T21:30:00Z,2023-05-10 14:30:00,2023,2023-05-10T21:30:00Z,0,NA
tamasag,"Sam_Struthers,Jed_Lichtensztajn",2023-05-15,11:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,Turbidity,Yes,"No, field pics taken",x,"Came to check on turbidity. Sensor was full of sediment, cleared sensor and housing. Calibrated turbidity, values were low for each point (roughly half) still accepted and deployed. Flows were high and water was turbid. Pulled sensor up a bit. Turbidity sensor was off by 5 in 10NTU and 50 in 100 NTU",2023-05-15T18:00:00Z,2023-05-15T18:00:00Z,2023-05-15 11:00:00,2023,2023-05-15T18:00:00Z,0,NA
tamasag,Eric Williams,2023-05-24,10:35,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,none,NA,field pics taken,x,"Top of sonde, part of cable, and sensors CAKED with mud so I cleaned it. Cleaned some sediment out of PVC with Sam brush. Disconnected from both devices and waited before installing two different kinds of fresh batteries but sonde reported 27% (same percentage as before uh oh). Upon redeployment, depth was 1.7ft so I think I got it deeper and turbidity was 42NTU. Water definitely clearer today than most of this month.",2023-05-24T17:35:00Z,2023-05-24T17:30:00Z,2023-05-24 10:30:00,2023,2023-05-24T17:30:00Z,0,NA
tamasag,"Chloe Miller, Jed Lichtensztajn",2023-06-01,07:41,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, pH, ORP, conductivity, turbidity",Yes,No,NA,"Sensor was CAKED in dirt, so a lot of the initial live readings were a little off (such as RDO saturation being 70-80%). We got an error calculating DO, but fixed it by restoring calibration default. Batteries were replaced. AquaTroll would keep unpausing after we restarted the app to troubleshoot for RDO. Turbidity calculations were quite off, 10 NTU read aroudn 20, and 100 NTU read around 200. Live readings looked good after calibrations. New logs were started on both VuLink and AquaTroll.",2023-06-01T14:41:00Z,2023-06-01T14:30:00Z,2023-06-01 07:30:00,2023,2023-06-01T14:30:00Z,0,NA
tamasag,Chle Miller,2023-06-08,11:45,Sensor Cleaning or Check,NA,NA,NA,NA,Yes,"Good (mostly black, white speckles)",No,No,None,NA,No,NA,"Just cleaned the Sonde, turbidity and DO were way off near 0, but post cleaning they were back to normal. After placing back into water, the depth was .25 ft (it didn't seem like the Sonde could be pushed any further. I added duct tape to the coil.) Sattellite was tucked into tube and live reading worked! Batteries were switched out on the camera.",2023-06-08T18:45:00Z,2023-06-08T18:45:00Z,2023-06-08 11:45:00,2023,2023-06-08T18:45:00Z,0,NA
tamasag,Chloe Miller,2023-06-21,11:33,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, conductivity, pH, ORP, turbidity",Yes,Yes,NA,"Live readings looked okay, but depth was quite low .32 feet. I realized that the Sonde got stuck in the PVC so I shook it as much as I could, and then it would keep sliding. However, the depth would not increase at all. 10 NtU read 3, and 100 read 130ish. RESTRICTOR CAP REMOVED. SD card replaced. Calibrations went smoothly (yay!).",2023-06-21T18:33:00Z,2023-06-21T18:30:00Z,2023-06-21 11:30:00,2023,2023-06-21T18:30:00Z,0,NA
tamasag,Jed Lichtensztajn,2023-06-26,08:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,Turbidity,Yes,"No, Field pics taken",NA,"Aqua Troll was not submerged in water when I arrived, this explains the irregular depth reading and other data. Once the troll was out of the housing I could see it was filled almost to the brim with sediment. After cleaning the AT I replaced the turbidity sensor with a new one, the old serial number for the sensor is 1006140. Lastly, I cleaned the housing with the brush in order to get the AT to sit at the proper location within the housing. The depth read 1.5 feet after all was done. VuLink battery was at 34%, AT battery at 57%",2023-06-26T15:30:00Z,2023-06-26T15:30:00Z,2023-06-26 08:30:00,2023,2023-06-26T15:30:00Z,0,NA
tamasag,Jed Lichtensztajn,2023-06-29,08:15,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,NA,"No, Field pics taken",NA,"Downloaded the new software update for the VuLink, AT was completely filled with sediment, which explains the irregular data. I cleaned the AT and housing, Water levels are lower and turbidity fluctuated between 3-8. I removed the cap for the AT. Depth of AT was 1.05 feet after I redployed it",2023-06-29T15:15:00Z,2023-06-29T15:15:00Z,2023-06-29 08:15:00,2023,2023-06-29T15:15:00Z,0,NA
tamasag,"Chloe Miller, Jed Lichtensztajn",2023-07-05,11:34,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,NA,No,No,None,NA,No,NA,"HydroVu was blowing up our phone, so we went and changed the batteries (now near 100%). A little grimy on the sensors, and the cap is off!! Live turbidity was 121, and cleaning it only made it go down to 100 or so.",2023-07-05T18:34:00Z,2023-07-05T18:30:00Z,2023-07-05 11:30:00,2023,2023-07-05T18:30:00Z,0,NA
tamasag,Chloe Miller,2023-07-17,14:03,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, conductivity, Turbidity",Yes,SD card collected,pH/ORP,"Pre live readings good (cond = 65, turb = 27, depth = .34 ft). It was CAKED in soft sediment that washed away easily. I forgot to pause the troll log until first calibration. All tape is now off of the cord, and the sonde sits at .97ft when I left. pH and ORP WERE NOT CALIBRATED because according to InSitu there needs to be more pH reference solution. I added more grease and restored calib defaults (and started two new logs respectively), but neither worked. pH read 8.3 in the post live readings though. I rinsed out the housing with river water and that seemed to help quite a bit, but after putting it in the first time the sonde was still reading high Ntu so I pulled it out again where I saw sediment build up already. I rinsed a second time, and post live readings said around 4-8NTU. Changed SD card only.",2023-07-17T21:03:00Z,2023-07-17T21:00:00Z,2023-07-17 14:00:00,2023,2023-07-17T21:00:00Z,0,NA
tamasag,Jed Lichtensztajn,2023-07-24,08:30,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,no,"no, fotos taken",NA,Data looked good on live readings and logs. However I went to Tamasag to fix the issues with the data not being sent to to hydrovu.. The connection went dark on the 20th of July. I callled Insitu and they suggested switching antennas. I couldn't synchronize was waiting for close to an hour. eventualy skipped synchorization and was able to download the logs. cleaned the housing with brush,2023-07-24T15:30:00Z,2023-07-24T15:30:00Z,2023-07-24 08:30:00,2023,2023-07-24T15:30:00Z,0,NA
tamasag,"Chloe Miller, Sam Struthers, Jed Lichtensztajn",2023-07-26,07:30,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,field pic taken,NA,"fixed housing at site, replaced bottom two pipes for a new pipe with much more holes 4 inch section. No more nested set up.",2023-07-26T14:30:00Z,2023-07-26T14:30:00Z,2023-07-26 07:30:00,2023,2023-07-26T14:30:00Z,0,NA
tamasag,"Chloe Miller, Jed Lichtensztajn",2023-08-03,10:10,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,Turbidity,Yes,no,NA,"Skipped connecting, doesn't connect. The antenna broke?! As in, the wire snapped off of the nut that attaches it to the VuLink. Going to return and try and place PBD onto the VuLink. Turb was 135NTU in live readings, but after cleaning sonde and housing (and returning the cap to the sonde) the sonde read turb to be 210NTU or so. Tried live readings with DI water, read 123NTU, so we calibrated turb. Calibration values for the standard solution were good, perhaps a live readings issue? Downloaded and started logs.",2023-08-03T17:10:00Z,2023-08-03T17:00:00Z,2023-08-03 10:00:00,2023,2023-08-03T17:00:00Z,0,NA
tamasag,"Chloe Miller, Juan De La Torre",2023-08-08,12:00,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP, turb",Yes,SD card,NA,"Battery at 68%. Downloaded logs. Pre live readings looked great, little sediment, washed off perfectly in river. Post live looked good, but depth was up about .1ft. Changed 4 batteries in the camera, so its now at 88%. SD card changed.",2023-08-08T19:00:00Z,2023-08-08T19:00:00Z,2023-08-08 12:00:00,2023,2023-08-08T19:00:00Z,0,NA
tamasag,"Chloe Miller, Jed Lichtensztajn",2023-08-16,07:45,Sensor Cleaning or Check,NA,NA,NA,no,NA,NA,no,no,None,no,no,NA,"Downloaded the logs from at and vulink, live readings looked great the holes seem to be doing wonders for the data. Water level was low and turbidty was on the low end around 3 NTU. Battery levels were good for the VuLink sitting around 60%.",2023-08-16T14:45:00Z,2023-08-16T14:45:00Z,2023-08-16 07:45:00,2023,2023-08-16T14:45:00Z,0,NA
tamasag,Jed Lichtensztajn,2023-08-23,15:30,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (Mostly Black, white speckles)",no,no,none,no,no,NA,"Went to Tamasag to download the logs, got and uploaded the at and vulink logs. live readings looked good battery levels were good.",2023-08-23T22:30:00Z,2023-08-23T22:30:00Z,2023-08-23 15:30:00,2023,2023-08-23T22:30:00Z,0,NA
tamasag,Chloe Miller,2023-09-01,15:28,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,Yes!,"RDO, Conductivity, pH, ORP, Turbidity",yes,SD card,NA,"Skipped connecting. Downloaded both logs. Depth at .36ft, live readings looked good, except turb wsa at 26 which seemed too high. Sonde fairly clean, sensors really clean. pH/ORP was not reading correct values at all, so called Andy and he walked me through adding reference junction solution. I used the small flat head screwdriver to get rid of any air bubbles by pushing down into the junction solution hole. I previously restored calib defualts and dried out the wiper port (and regreased), but after I added more ref solution, it let me calibrate. Turb post calibrations read 1.66 which seems way too low. Depth at .26ft, although sonde wasn't pushed all the way in yet. Tried new antenna, doesn't work (light was still red, and the test upload was not doing anything). 2 new logs started. Changed SD card and batteries although batteries would only go up to 76% after changing a few of them. Got a paper napkin note saying I was trespassing haha.",2023-09-01T22:28:00Z,2023-09-01T22:15:00Z,2023-09-01 15:15:00,2023,2023-09-01T22:15:00Z,0,NA
tamasag,Sam Struthers,2023-09-07,12:24,Sensor Cleaning or Check,x,x,Swapped Vu link for : 1062836,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,na,NA,Vu link not logging or uploading,"Finally found a vu link that worked for this site. Brought 3 vu links and only one worked, and with the old antenna style too! Did not mess with sonde, only vu link",2023-09-07T19:24:00Z,2023-09-07T19:15:00Z,2023-09-07 12:15:00,2023,2023-09-07T19:15:00Z,0,NA
tamasag,Jed Lichtensztajn,2023-09-19,11:30,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, Conductivity, pH, ORP, Turbidity",yes,"no, field pics taken",NA,"Calibrated all the sensors, downloaded the logs and restored the at to factory settings due to error message that kept popping up during calibrations. water levels were also lower sensor was about 8 inches under water. no significant biofilm on at when I arrived.",2023-09-19T18:30:00Z,2023-09-19T18:30:00Z,2023-09-19 11:30:00,2023,2023-09-19T18:30:00Z,0,NA
